"Gene_names","Eclass"
"TPO","calcium ion binding (GO:0005509)"
"MMP25","calcium ion binding (GO:0005509)"
"EFEMP2","calcium ion binding (GO:0005509)"
"MMP28","calcium ion binding (GO:0005509)"
"MMP27","calcium ion binding (GO:0005509)"
"EFHD2","calcium ion binding (GO:0005509)"
"PLS1","calcium ion binding (GO:0005509)"
"EDIL3","calcium ion binding (GO:0005509)"
"EFHD1","calcium ion binding (GO:0005509)"
"PLS3","calcium ion binding (GO:0005509)"
"RPH3A","calcium ion binding (GO:0005509)"
"PCDHAC2","calcium ion binding (GO:0005509)"
"KCNIP1","calcium ion binding (GO:0005509)"
"KCNIP2","calcium ion binding (GO:0005509)"
"KCNIP3","calcium ion binding (GO:0005509)"
"PLCH1","calcium ion binding (GO:0005509)"
"KCNIP4","calcium ion binding (GO:0005509)"
"GPR98","calcium ion binding (GO:0005509)"
"ZZEF1","calcium ion binding (GO:0005509)"
"LCP1","calcium ion binding (GO:0005509)"
"EFHC2","calcium ion binding (GO:0005509)"
"DSG1","calcium ion binding (GO:0005509)"
"EFHC1","calcium ion binding (GO:0005509)"
"DSG2","calcium ion binding (GO:0005509)"
"PLCH2","calcium ion binding (GO:0005509)"
"DSG3","calcium ion binding (GO:0005509)"
"DSG4","calcium ion binding (GO:0005509)"
"CD248","calcium ion binding (GO:0005509)"
"CALR3","calcium ion binding (GO:0005509)"
"MCFD2","calcium ion binding (GO:0005509)"
"EFCAB14","calcium ion binding (GO:0005509)"
"EFCAB13","calcium ion binding (GO:0005509)"
"ADAMTS13","calcium ion binding (GO:0005509)"
"EFCAB12","calcium ion binding (GO:0005509)"
"EFCAB11","calcium ion binding (GO:0005509)"
"EFCAB10","calcium ion binding (GO:0005509)"
"RHOT1","calcium ion binding (GO:0005509)"
"RHOT2","calcium ion binding (GO:0005509)"
"PLA2G12A","calcium ion binding (GO:0005509)"
"PLA2G12B","calcium ion binding (GO:0005509)"
"RCVRN","calcium ion binding (GO:0005509)"
"DST","calcium ion binding (GO:0005509)"
"C1ORF87","calcium ion binding (GO:0005509)"
"DYTN","calcium ion binding (GO:0005509)"
"ASPN","calcium ion binding (GO:0005509)"
"NELL2","calcium ion binding (GO:0005509)"
"NELL1","calcium ion binding (GO:0005509)"
"CDC34","calcium ion binding (GO:0005509)"
"SYT11","calcium ion binding (GO:0005509)"
"ASPH","calcium ion binding (GO:0005509)"
"TLL2","calcium ion binding (GO:0005509)"
"TLL1","calcium ion binding (GO:0005509)"
"SLC25A13","calcium ion binding (GO:0005509)"
"UMODL1","calcium ion binding (GO:0005509)"
"SLC25A12","calcium ion binding (GO:0005509)"
"TPT1","calcium ion binding (GO:0005509)"
"CRP","calcium ion binding (GO:0005509)"
"SLC24A2","calcium ion binding (GO:0005509)"
"CANT1","calcium ion binding (GO:0005509)"
"C1R","calcium ion binding (GO:0005509)"
"C1S","calcium ion binding (GO:0005509)"
"CCDC47","calcium ion binding (GO:0005509)"
"DYSF","calcium ion binding (GO:0005509)"
"SRI","calcium ion binding (GO:0005509)"
"TTN","calcium ion binding (GO:0005509)"
"FKBP9P1","calcium ion binding (GO:0005509)"
"THBD","calcium ion binding (GO:0005509)"
"SRR","calcium ion binding (GO:0005509)"
"SGCE","calcium ion binding (GO:0005509)"
"WDR92","calcium ion binding (GO:0005509)"
"SGCA","calcium ion binding (GO:0005509)"
"CEP152","calcium ion binding (GO:0005509)"
"PCDH7","calcium ion binding (GO:0005509)"
"SLC25A24","calcium ion binding (GO:0005509)"
"OIT3","calcium ion binding (GO:0005509)"
"SLC25A23","calcium ion binding (GO:0005509)"
"SLC25A25","calcium ion binding (GO:0005509)"
"PCDH1","calcium ion binding (GO:0005509)"
"ACTN4","calcium ion binding (GO:0005509)"
"ACTN3","calcium ion binding (GO:0005509)"
"ACTN2","calcium ion binding (GO:0005509)"
"ACTN1","calcium ion binding (GO:0005509)"
"PCDH20","calcium ion binding (GO:0005509)"
"RUNX1","calcium ion binding (GO:0005509)"
"ANKEF1","calcium ion binding (GO:0005509)"
"SNTN","calcium ion binding (GO:0005509)"
"CABYR","calcium ion binding (GO:0005509)"
"NIN","calcium ion binding (GO:0005509)"
"MGP","calcium ion binding (GO:0005509)"
"CALM2","calcium ion binding (GO:0005509)"
"CALM3","calcium ion binding (GO:0005509)"
"CALM1","calcium ion binding (GO:0005509)"
"TBC1D9B","calcium ion binding (GO:0005509)"
"LRP2","calcium ion binding (GO:0005509)"
"STXBP4","calcium ion binding (GO:0005509)"
"CPNE6","calcium ion binding (GO:0005509)"
"CALML6","calcium ion binding (GO:0005509)"
"LRP1","calcium ion binding (GO:0005509)"
"ELTD1","calcium ion binding (GO:0005509)"
"CALML3","calcium ion binding (GO:0005509)"
"PKD2L1","calcium ion binding (GO:0005509)"
"LRP4","calcium ion binding (GO:0005509)"
"CBLC","calcium ion binding (GO:0005509)"
"CALML4","calcium ion binding (GO:0005509)"
"FSCB","calcium ion binding (GO:0005509)"
"PKD2L2","calcium ion binding (GO:0005509)"
"CBLB","calcium ion binding (GO:0005509)"
"CALML5","calcium ion binding (GO:0005509)"
"CSN2","calcium ion binding (GO:0005509)"
"ITIH1","calcium ion binding (GO:0005509)"
"LRP8","calcium ion binding (GO:0005509)"
"MYL12B","calcium ion binding (GO:0005509)"
"SEPN1","calcium ion binding (GO:0005509)"
"MYL10","calcium ion binding (GO:0005509)"
"DAG1","calcium ion binding (GO:0005509)"
"HMCN1","calcium ion binding (GO:0005509)"
"HMCN2","calcium ion binding (GO:0005509)"
"RAB11FIP3","calcium ion binding (GO:0005509)"
"PP1187","calcium ion binding (GO:0005509)"
"RAB11FIP4","calcium ion binding (GO:0005509)"
"CALN1","calcium ion binding (GO:0005509)"
"EYS","calcium ion binding (GO:0005509)"
"STAT5B","calcium ion binding (GO:0005509)"
"ARSA","calcium ion binding (GO:0005509)"
"DTNA","calcium ion binding (GO:0005509)"
"TBC1D8B","calcium ion binding (GO:0005509)"
"DTNB","calcium ion binding (GO:0005509)"
"SYNRG","calcium ion binding (GO:0005509)"
"PLA2G4A","calcium ion binding (GO:0005509)"
"MYO5A","calcium ion binding (GO:0005509)"
"PLA2G4B","calcium ion binding (GO:0005509)"
"ALOX15B","calcium ion binding (GO:0005509)"
"MYL12A","calcium ion binding (GO:0005509)"
"MYLPF","calcium ion binding (GO:0005509)"
"TCHHL1","calcium ion binding (GO:0005509)"
"OCM2","calcium ion binding (GO:0005509)"
"CAPS2","calcium ion binding (GO:0005509)"
"NECAB3","calcium ion binding (GO:0005509)"
"NECAB2","calcium ion binding (GO:0005509)"
"MACF1","calcium ion binding (GO:0005509)"
"SPARC","calcium ion binding (GO:0005509)"
"CAPSL","calcium ion binding (GO:0005509)"
"PCDH12","calcium ion binding (GO:0005509)"
"PCDH10","calcium ion binding (GO:0005509)"
"NECAB1","calcium ion binding (GO:0005509)"
"PCDH15","calcium ion binding (GO:0005509)"
"PRF1","calcium ion binding (GO:0005509)"
"PCDH19","calcium ion binding (GO:0005509)"
"PCDH18","calcium ion binding (GO:0005509)"
"PCDH17","calcium ion binding (GO:0005509)"
"CRTAC1","calcium ion binding (GO:0005509)"
"REG4","calcium ion binding (GO:0005509)"
"STAT5A","calcium ion binding (GO:0005509)"
"HEG1","calcium ion binding (GO:0005509)"
"PKDREJ","calcium ion binding (GO:0005509)"
"CRNN","calcium ion binding (GO:0005509)"
"VSNL1","calcium ion binding (GO:0005509)"
"FAM20C","calcium ion binding (GO:0005509)"
"ANXA2P2","calcium ion binding (GO:0005509)"
"CALU","calcium ion binding (GO:0005509)"
"CRELD1","calcium ion binding (GO:0005509)"
"CRELD2","calcium ion binding (GO:0005509)"
"CALR","calcium ion binding (GO:0005509)"
"MEGF8","calcium ion binding (GO:0005509)"
"C2CD5","calcium ion binding (GO:0005509)"
"CETN1","calcium ion binding (GO:0005509)"
"CETN2","calcium ion binding (GO:0005509)"
"CETN3","calcium ion binding (GO:0005509)"
"UMOD","calcium ion binding (GO:0005509)"
"VLDLR","calcium ion binding (GO:0005509)"
"DUOX1","calcium ion binding (GO:0005509)"
"PPP3CA","calcium ion binding (GO:0005509)"
"DUOX2","calcium ion binding (GO:0005509)"
"PGS1","calcium ion binding (GO:0005509)"
"PPP3CB","calcium ion binding (GO:0005509)"
"EPS15","calcium ion binding (GO:0005509)"
"OTOF","calcium ion binding (GO:0005509)"
"TPD52","calcium ion binding (GO:0005509)"
"CGREF1","calcium ion binding (GO:0005509)"
"SUSD1","calcium ion binding (GO:0005509)"
"GCH1","calcium ion binding (GO:0005509)"
"PCDHB16","calcium ion binding (GO:0005509)"
"PCDHB15","calcium ion binding (GO:0005509)"
"PCDHB14","calcium ion binding (GO:0005509)"
"PCDHB13","calcium ion binding (GO:0005509)"
"PCDHB12","calcium ion binding (GO:0005509)"
"PCDHB11","calcium ion binding (GO:0005509)"
"DSPP","calcium ion binding (GO:0005509)"
"PCDHB10","calcium ion binding (GO:0005509)"
"CABS1","calcium ion binding (GO:0005509)"
"NDUFAB1","calcium ion binding (GO:0005509)"
"PCDHB18","calcium ion binding (GO:0005509)"
"CANX","calcium ion binding (GO:0005509)"
"ESYT2","calcium ion binding (GO:0005509)"
"CDK5R1","calcium ion binding (GO:0005509)"
"DNASE1L3","calcium ion binding (GO:0005509)"
"DNASE1L2","calcium ion binding (GO:0005509)"
"RYR2","calcium ion binding (GO:0005509)"
"RYR3","calcium ion binding (GO:0005509)"
"FKBP10","calcium ion binding (GO:0005509)"
"MEGF6","calcium ion binding (GO:0005509)"
"RYR1","calcium ion binding (GO:0005509)"
"FKBP14","calcium ion binding (GO:0005509)"
"AIF1","calcium ion binding (GO:0005509)"
"CAMKK2","calcium ion binding (GO:0005509)"
"PCLO","calcium ion binding (GO:0005509)"
"DNER","calcium ion binding (GO:0005509)"
"NCS1","calcium ion binding (GO:0005509)"
"ENPP1","calcium ion binding (GO:0005509)"
"SDF4","calcium ion binding (GO:0005509)"
"ENPP2","calcium ion binding (GO:0005509)"
"SPTAN1","calcium ion binding (GO:0005509)"
"CCDC155","calcium ion binding (GO:0005509)"
"NPNT","calcium ion binding (GO:0005509)"
"GCA","calcium ion binding (GO:0005509)"
"PDE6H","calcium ion binding (GO:0005509)"
"EPDR1","calcium ion binding (GO:0005509)"
"VWDE","calcium ion binding (GO:0005509)"
"PCDHA13","calcium ion binding (GO:0005509)"
"PCDHA12","calcium ion binding (GO:0005509)"
"GRIN1","calcium ion binding (GO:0005509)"
"PCDHA11","calcium ion binding (GO:0005509)"
"LRP1B","calcium ion binding (GO:0005509)"
"PCDHA10","calcium ion binding (GO:0005509)"
"EMR4P","calcium ion binding (GO:0005509)"
"GPD2","calcium ion binding (GO:0005509)"
"CD69","calcium ion binding (GO:0005509)"
"FCN1","calcium ion binding (GO:0005509)"
"CAPS","calcium ion binding (GO:0005509)"
"FBLN7","calcium ion binding (GO:0005509)"
"CELSR1","calcium ion binding (GO:0005509)"
"MASP1","calcium ion binding (GO:0005509)"
"CIB4","calcium ion binding (GO:0005509)"
"IHH","calcium ion binding (GO:0005509)"
"CIB3","calcium ion binding (GO:0005509)"
"PROCA1","calcium ion binding (GO:0005509)"
"VWCE","calcium ion binding (GO:0005509)"
"FBLN2","calcium ion binding (GO:0005509)"
"CIB2","calcium ion binding (GO:0005509)"
"CIB1","calcium ion binding (GO:0005509)"
"FBLN1","calcium ion binding (GO:0005509)"
"CELSR2","calcium ion binding (GO:0005509)"
"NKD1","calcium ion binding (GO:0005509)"
"ATP2C1","calcium ion binding (GO:0005509)"
"CELSR3","calcium ion binding (GO:0005509)"
"NKD2","calcium ion binding (GO:0005509)"
"DRP2","calcium ion binding (GO:0005509)"
"FBLN5","calcium ion binding (GO:0005509)"
"CLGN","calcium ion binding (GO:0005509)"
"SCUBE3","calcium ion binding (GO:0005509)"
"COMP","calcium ion binding (GO:0005509)"
"CAPN9","calcium ion binding (GO:0005509)"
"SCUBE1","calcium ion binding (GO:0005509)"
"SCUBE2","calcium ion binding (GO:0005509)"
"GNPTAB","calcium ion binding (GO:0005509)"
"CAPN8","calcium ion binding (GO:0005509)"
"KIAA2018","calcium ion binding (GO:0005509)"
"CAPN3","calcium ion binding (GO:0005509)"
"SLIT2","calcium ion binding (GO:0005509)"
"SLIT1","calcium ion binding (GO:0005509)"
"CAPN1","calcium ion binding (GO:0005509)"
"CAPN2","calcium ion binding (GO:0005509)"
"SLIT3","calcium ion binding (GO:0005509)"
"REPS1","calcium ion binding (GO:0005509)"
"REPS2","calcium ion binding (GO:0005509)"
"CD97","calcium ion binding (GO:0005509)"
"SYT4","calcium ion binding (GO:0005509)"
"CASR","calcium ion binding (GO:0005509)"
"SYT2","calcium ion binding (GO:0005509)"
"CD93","calcium ion binding (GO:0005509)"
"SYT1","calcium ion binding (GO:0005509)"
"SYT7","calcium ion binding (GO:0005509)"
"PROC","calcium ion binding (GO:0005509)"
"CDHR1","calcium ion binding (GO:0005509)"
"CDH10","calcium ion binding (GO:0005509)"
"CDH11","calcium ion binding (GO:0005509)"
"CDHR2","calcium ion binding (GO:0005509)"
"CDHR3","calcium ion binding (GO:0005509)"
"CDH12","calcium ion binding (GO:0005509)"
"CDH13","calcium ion binding (GO:0005509)"
"CDHR4","calcium ion binding (GO:0005509)"
"MATN2","calcium ion binding (GO:0005509)"
"CDHR5","calcium ion binding (GO:0005509)"
"CASQ1","calcium ion binding (GO:0005509)"
"CDH15","calcium ion binding (GO:0005509)"
"CASQ2","calcium ion binding (GO:0005509)"
"CDH16","calcium ion binding (GO:0005509)"
"MICU3","calcium ion binding (GO:0005509)"
"CDH17","calcium ion binding (GO:0005509)"
"MICU2","calcium ion binding (GO:0005509)"
"CDH18","calcium ion binding (GO:0005509)"
"MICU1","calcium ion binding (GO:0005509)"
"CDH19","calcium ion binding (GO:0005509)"
"FBN1","calcium ion binding (GO:0005509)"
"VIL1","calcium ion binding (GO:0005509)"
"FBN2","calcium ion binding (GO:0005509)"
"FCN2","calcium ion binding (GO:0005509)"
"AMY2A","calcium ion binding (GO:0005509)"
"CABP7","calcium ion binding (GO:0005509)"
"RASEF","calcium ion binding (GO:0005509)"
"CABP5","calcium ion binding (GO:0005509)"
"PCDH11X","calcium ion binding (GO:0005509)"
"PCDH11Y","calcium ion binding (GO:0005509)"
"S100A7L2","calcium ion binding (GO:0005509)"
"CACNA1B","calcium ion binding (GO:0005509)"
"CABP4","calcium ion binding (GO:0005509)"
"LTBP3","calcium ion binding (GO:0005509)"
"CACNA1E","calcium ion binding (GO:0005509)"
"CABP1","calcium ion binding (GO:0005509)"
"LTBP4","calcium ion binding (GO:0005509)"
"CABP2","calcium ion binding (GO:0005509)"
"LTBP1","calcium ion binding (GO:0005509)"
"RASGRP3","calcium ion binding (GO:0005509)"
"RASGRP2","calcium ion binding (GO:0005509)"
"MYL6B","calcium ion binding (GO:0005509)"
"LTBP2","calcium ion binding (GO:0005509)"
"RASGRP4","calcium ion binding (GO:0005509)"
"SCGN","calcium ion binding (GO:0005509)"
"EEF2K","calcium ion binding (GO:0005509)"
"RASGRP1","calcium ion binding (GO:0005509)"
"CDH20","calcium ion binding (GO:0005509)"
"CDH22","calcium ion binding (GO:0005509)"
"CDH23","calcium ion binding (GO:0005509)"
"CDH24","calcium ion binding (GO:0005509)"
"CDH26","calcium ion binding (GO:0005509)"
"SVEP1","calcium ion binding (GO:0005509)"
"TGM3","calcium ion binding (GO:0005509)"
"PSPH","calcium ion binding (GO:0005509)"
"EGFL6","calcium ion binding (GO:0005509)"
"PCDHGA9","calcium ion binding (GO:0005509)"
"PCDHGA8","calcium ion binding (GO:0005509)"
"PLA2G2E","calcium ion binding (GO:0005509)"
"EGFL8","calcium ion binding (GO:0005509)"
"PCDHGA7","calcium ion binding (GO:0005509)"
"EGFL7","calcium ion binding (GO:0005509)"
"PLA2G2F","calcium ion binding (GO:0005509)"
"MMP8","calcium ion binding (GO:0005509)"
"PCDHGA6","calcium ion binding (GO:0005509)"
"PLA2G2C","calcium ion binding (GO:0005509)"
"PCDHGA5","calcium ion binding (GO:0005509)"
"MMP1","calcium ion binding (GO:0005509)"
"GALNT3","calcium ion binding (GO:0005509)"
"HSPA5","calcium ion binding (GO:0005509)"
"PLA2G2D","calcium ion binding (GO:0005509)"
"PCDHGA4","calcium ion binding (GO:0005509)"
"PLA2G2A","calcium ion binding (GO:0005509)"
"MMP3","calcium ion binding (GO:0005509)"
"PCDHGA3","calcium ion binding (GO:0005509)"
"PCDHGA2","calcium ion binding (GO:0005509)"
"VCAN","calcium ion binding (GO:0005509)"
"RCN2","calcium ion binding (GO:0005509)"
"RCN3","calcium ion binding (GO:0005509)"
"BMP1","calcium ion binding (GO:0005509)"
"CPS1","calcium ion binding (GO:0005509)"
"RCN1","calcium ion binding (GO:0005509)"
"PCDHGB2","calcium ion binding (GO:0005509)"
"PCDHGB1","calcium ion binding (GO:0005509)"
"ITGB1BP2","calcium ion binding (GO:0005509)"
"I6L893","calcium ion binding (GO:0005509)"
"PNLIPRP2","calcium ion binding (GO:0005509)"
"FBN3","calcium ion binding (GO:0005509)"
"MCTP1","calcium ion binding (GO:0005509)"
"MCTP2","calcium ion binding (GO:0005509)"
"NID1","calcium ion binding (GO:0005509)"
"PNLIPRP1","calcium ion binding (GO:0005509)"
"HPCA","calcium ion binding (GO:0005509)"
"USP32","calcium ion binding (GO:0005509)"
"NRXN1","calcium ion binding (GO:0005509)"
"DNAH7","calcium ion binding (GO:0005509)"
"PROZ","calcium ion binding (GO:0005509)"
"NCALD","calcium ion binding (GO:0005509)"
"NID2","calcium ion binding (GO:0005509)"
"FAM188A","calcium ion binding (GO:0005509)"
"CALB1","calcium ion binding (GO:0005509)"
"SCIN","calcium ion binding (GO:0005509)"
"CALB2","calcium ion binding (GO:0005509)"
"PLCZ1","calcium ion binding (GO:0005509)"
"PCDHGA1","calcium ion binding (GO:0005509)"
"MAN1A2","calcium ion binding (GO:0005509)"
"MAN1A1","calcium ion binding (GO:0005509)"
"S100G","calcium ion binding (GO:0005509)"
"CCBE1","calcium ion binding (GO:0005509)"
"PCDHGC5","calcium ion binding (GO:0005509)"
"PCDHGC4","calcium ion binding (GO:0005509)"
"ANXA13","calcium ion binding (GO:0005509)"
"TBC1D9","calcium ion binding (GO:0005509)"
"PPP2R3A","calcium ion binding (GO:0005509)"
"ANXA11","calcium ion binding (GO:0005509)"
"PPP2R3C","calcium ion binding (GO:0005509)"
"ATP2B2","calcium ion binding (GO:0005509)"
"ANXA10","calcium ion binding (GO:0005509)"
"S100B","calcium ion binding (GO:0005509)"
"PPP2R3B","calcium ion binding (GO:0005509)"
"DLK2","calcium ion binding (GO:0005509)"
"S100Z","calcium ion binding (GO:0005509)"
"PLA2G10","calcium ion binding (GO:0005509)"
"TBC1D8","calcium ion binding (GO:0005509)"
"MAN1B1","calcium ion binding (GO:0005509)"
"S100P","calcium ion binding (GO:0005509)"
"MASP2","calcium ion binding (GO:0005509)"
"SNED1","calcium ion binding (GO:0005509)"
"PCDHGB7","calcium ion binding (GO:0005509)"
"PLA2G1B","calcium ion binding (GO:0005509)"
"PRKCSH","calcium ion binding (GO:0005509)"
"PCDHGB6","calcium ion binding (GO:0005509)"
"PCDHGB5","calcium ion binding (GO:0005509)"
"PCDHGB4","calcium ion binding (GO:0005509)"
"PCDHGB3","calcium ion binding (GO:0005509)"
