"Egenes","Eclass"
"SPATA13","cell projection membrane (GO:0031253)"
"LRP2","cell projection membrane (GO:0031253)"
"SLC46A1","cell projection membrane (GO:0031253)"
"SLC5A1","cell projection membrane (GO:0031253)"
"AQP1","cell projection membrane (GO:0031253)"
"PDXP","cell projection membrane (GO:0031253)"
"ITLN1","cell projection membrane (GO:0031253)"
"SLC5A6","cell projection membrane (GO:0031253)"
"ANTXR1","cell projection membrane (GO:0031253)"
"TMEM67","cell projection membrane (GO:0031253)"
"AKT2","cell projection membrane (GO:0031253)"
"GNAT1","cell projection membrane (GO:0031253)"
"GNAT2","cell projection membrane (GO:0031253)"
"FZD2","cell projection membrane (GO:0031253)"
"FZD1","cell projection membrane (GO:0031253)"
"CUBN","cell projection membrane (GO:0031253)"
"SLC6A19","cell projection membrane (GO:0031253)"
"GABARAPL1","cell projection membrane (GO:0031253)"
"FZD3","cell projection membrane (GO:0031253)"
"SLC6A18","cell projection membrane (GO:0031253)"
"FZD6","cell projection membrane (GO:0031253)"
"ABCA7","cell projection membrane (GO:0031253)"
"PLA2G4F","cell projection membrane (GO:0031253)"
"ABCA4","cell projection membrane (GO:0031253)"
"SLC34A2","cell projection membrane (GO:0031253)"
"FZD7","cell projection membrane (GO:0031253)"
"SLC34A1","cell projection membrane (GO:0031253)"
"SLC6A14","cell projection membrane (GO:0031253)"
"FZD9","cell projection membrane (GO:0031253)"
"PDZK1","cell projection membrane (GO:0031253)"
"ANK1","cell projection membrane (GO:0031253)"
"NOX1","cell projection membrane (GO:0031253)"
"EZR","cell projection membrane (GO:0031253)"
"ATF4","cell projection membrane (GO:0031253)"
"SLC22A5","cell projection membrane (GO:0031253)"
"MACF1","cell projection membrane (GO:0031253)"
"TTYH1","cell projection membrane (GO:0031253)"
"NAPEPLD","cell projection membrane (GO:0031253)"
"IFIT5","cell projection membrane (GO:0031253)"
"EPS8","cell projection membrane (GO:0031253)"
"EPB41L5","cell projection membrane (GO:0031253)"
"EPB41L3","cell projection membrane (GO:0031253)"
"PIP5K1A","cell projection membrane (GO:0031253)"
"INPP5K","cell projection membrane (GO:0031253)"
"ATP6V0A4","cell projection membrane (GO:0031253)"
"TRPM6","cell projection membrane (GO:0031253)"
"PROM1","cell projection membrane (GO:0031253)"
"RHOA","cell projection membrane (GO:0031253)"
"KCNB1","cell projection membrane (GO:0031253)"
"ROM1","cell projection membrane (GO:0031253)"
"TACR3","cell projection membrane (GO:0031253)"
"NME1","cell projection membrane (GO:0031253)"
"SMVT","cell projection membrane (GO:0031253)"
"SLC7A9","cell projection membrane (GO:0031253)"
"ARHGEF2","cell projection membrane (GO:0031253)"
"GUCY2D","cell projection membrane (GO:0031253)"
"ARF4","cell projection membrane (GO:0031253)"
"SPTBN5","cell projection membrane (GO:0031253)"
"GUCY2F","cell projection membrane (GO:0031253)"
"OPRD1","cell projection membrane (GO:0031253)"
"C2CD5","cell projection membrane (GO:0031253)"
"KCNC3","cell projection membrane (GO:0031253)"
"MTTP","cell projection membrane (GO:0031253)"
"CLTB","cell projection membrane (GO:0031253)"
"PTH1R","cell projection membrane (GO:0031253)"
"TWF1","cell projection membrane (GO:0031253)"
"GNGT1","cell projection membrane (GO:0031253)"
"TMEM27","cell projection membrane (GO:0031253)"
"SNTG1","cell projection membrane (GO:0031253)"
"NPC1L1","cell projection membrane (GO:0031253)"
"OPN1LW","cell projection membrane (GO:0031253)"
"MYO6","cell projection membrane (GO:0031253)"
"EPS15","cell projection membrane (GO:0031253)"
"SPTBN1","cell projection membrane (GO:0031253)"
"PACSIN1","cell projection membrane (GO:0031253)"
"BBS4","cell projection membrane (GO:0031253)"
"SLC22A12","cell projection membrane (GO:0031253)"
"CDKL5","cell projection membrane (GO:0031253)"
"DMTN","cell projection membrane (GO:0031253)"
"APC2","cell projection membrane (GO:0031253)"
"DHRS3","cell projection membrane (GO:0031253)"
"ADAM17","cell projection membrane (GO:0031253)"
"ARF6","cell projection membrane (GO:0031253)"
"MAPRE1","cell projection membrane (GO:0031253)"
"PHLPP2","cell projection membrane (GO:0031253)"
"CTNNB1","cell projection membrane (GO:0031253)"
"GUCA1C","cell projection membrane (GO:0031253)"
"GUCA1B","cell projection membrane (GO:0031253)"
"AIF1","cell projection membrane (GO:0031253)"
"ROBO1","cell projection membrane (GO:0031253)"
"GUCA1A","cell projection membrane (GO:0031253)"
"ROBO2","cell projection membrane (GO:0031253)"
"RHO","cell projection membrane (GO:0031253)"
"RAC1","cell projection membrane (GO:0031253)"
"DMD","cell projection membrane (GO:0031253)"
"SLC17A3","cell projection membrane (GO:0031253)"
"TBC1D10C","cell projection membrane (GO:0031253)"
"PDE6G","cell projection membrane (GO:0031253)"
"CYBRD1","cell projection membrane (GO:0031253)"
"TRPV4","cell projection membrane (GO:0031253)"
"SHISA9","cell projection membrane (GO:0031253)"
"GRIN1","cell projection membrane (GO:0031253)"
"SLC9A3","cell projection membrane (GO:0031253)"
"RAB34","cell projection membrane (GO:0031253)"
"FAP","cell projection membrane (GO:0031253)"
"RAB35","cell projection membrane (GO:0031253)"
"UTRN","cell projection membrane (GO:0031253)"
"KANK1","cell projection membrane (GO:0031253)"
"SLC1A2","cell projection membrane (GO:0031253)"
"SCNN1A","cell projection membrane (GO:0031253)"
"LAMP5","cell projection membrane (GO:0031253)"
"FRZB","cell projection membrane (GO:0031253)"
"TPM1","cell projection membrane (GO:0031253)"
"SLC39A6","cell projection membrane (GO:0031253)"
"ADORA1","cell projection membrane (GO:0031253)"
"RPS3","cell projection membrane (GO:0031253)"
"CLASP2","cell projection membrane (GO:0031253)"
"DDX58","cell projection membrane (GO:0031253)"
"ATP8B1","cell projection membrane (GO:0031253)"
"TIRAP","cell projection membrane (GO:0031253)"
"CASK","cell projection membrane (GO:0031253)"
"SLC9A3R1","cell projection membrane (GO:0031253)"
"TMEM231","cell projection membrane (GO:0031253)"
"DIAPH1","cell projection membrane (GO:0031253)"
"DLG1","cell projection membrane (GO:0031253)"
"TMEM17","cell projection membrane (GO:0031253)"
"GNB1","cell projection membrane (GO:0031253)"
"SMO","cell projection membrane (GO:0031253)"
"CDHR1","cell projection membrane (GO:0031253)"
"OPN1MW","cell projection membrane (GO:0031253)"
"SLC27A4","cell projection membrane (GO:0031253)"
"SLC26A3","cell projection membrane (GO:0031253)"
"GRIA1","cell projection membrane (GO:0031253)"
"WWC1","cell projection membrane (GO:0031253)"
"PPP1R9B","cell projection membrane (GO:0031253)"
"PODXL","cell projection membrane (GO:0031253)"
"PALM","cell projection membrane (GO:0031253)"
"KCNJ11","cell projection membrane (GO:0031253)"
"ITGA5","cell projection membrane (GO:0031253)"
"ITGA3","cell projection membrane (GO:0031253)"
"SEPT2","cell projection membrane (GO:0031253)"
"USH2A","cell projection membrane (GO:0031253)"
"SSTR3","cell projection membrane (GO:0031253)"
"BMX","cell projection membrane (GO:0031253)"
"ADORA2A","cell projection membrane (GO:0031253)"
"ITGA8","cell projection membrane (GO:0031253)"
"KCNK1","cell projection membrane (GO:0031253)"
"E9PQ18","cell projection membrane (GO:0031253)"
"OPN1SW","cell projection membrane (GO:0031253)"
"SLC26A4","cell projection membrane (GO:0031253)"
"SHANK3","cell projection membrane (GO:0031253)"
"SHANK2","cell projection membrane (GO:0031253)"
"SLC26A6","cell projection membrane (GO:0031253)"
"B4GALT1","cell projection membrane (GO:0031253)"
"CNTNAP2","cell projection membrane (GO:0031253)"
"SLC3A1","cell projection membrane (GO:0031253)"
"PLD2","cell projection membrane (GO:0031253)"
"DPP4","cell projection membrane (GO:0031253)"
"GRK1","cell projection membrane (GO:0031253)"
"CA4","cell projection membrane (GO:0031253)"
"GPER1","cell projection membrane (GO:0031253)"
"CNGA3","cell projection membrane (GO:0031253)"
"PRPH","cell projection membrane (GO:0031253)"
"DRD5","cell projection membrane (GO:0031253)"
"CNGA1","cell projection membrane (GO:0031253)"
"SCIMP","cell projection membrane (GO:0031253)"
"GABRG2","cell projection membrane (GO:0031253)"
"FGR","cell projection membrane (GO:0031253)"
"RP2","cell projection membrane (GO:0031253)"
"MYO1D","cell projection membrane (GO:0031253)"
"GAP43","cell projection membrane (GO:0031253)"
"CDC37","cell projection membrane (GO:0031253)"
"FOLR1","cell projection membrane (GO:0031253)"
"ITGB1","cell projection membrane (GO:0031253)"
"PLEK","cell projection membrane (GO:0031253)"
"HSP90AB1","cell projection membrane (GO:0031253)"
"ITGB3","cell projection membrane (GO:0031253)"
"SH3YL1","cell projection membrane (GO:0031253)"
"SYNE2","cell projection membrane (GO:0031253)"
"SGCE","cell projection membrane (GO:0031253)"
"ARL13B","cell projection membrane (GO:0031253)"
"GNA12","cell projection membrane (GO:0031253)"
"GNA13","cell projection membrane (GO:0031253)"
"EPS8L1","cell projection membrane (GO:0031253)"
"EPS8L2","cell projection membrane (GO:0031253)"
"ITGAV","cell projection membrane (GO:0031253)"
"PDE6B","cell projection membrane (GO:0031253)"
"PDE6A","cell projection membrane (GO:0031253)"
"ATP7A","cell projection membrane (GO:0031253)"
"SCARB1","cell projection membrane (GO:0031253)"
"RPL22","anchoring junction (GO:0070161)"
"NUP214","anchoring junction (GO:0070161)"
"RPL23","anchoring junction (GO:0070161)"
"AFAP1","anchoring junction (GO:0070161)"
"SCRIB","anchoring junction (GO:0070161)"
"L1CAM","anchoring junction (GO:0070161)"
"DES","anchoring junction (GO:0070161)"
"HNRNPK","anchoring junction (GO:0070161)"
"MARCKS","anchoring junction (GO:0070161)"
"TRIP6","anchoring junction (GO:0070161)"
"CD9","anchoring junction (GO:0070161)"
"VIM","anchoring junction (GO:0070161)"
"HSPA1A","anchoring junction (GO:0070161)"
"RPL27","anchoring junction (GO:0070161)"
"TES","anchoring junction (GO:0070161)"
"CYFIP1","anchoring junction (GO:0070161)"
"AHNAK","anchoring junction (GO:0070161)"
"RALA","anchoring junction (GO:0070161)"
"RPL12","anchoring junction (GO:0070161)"
"SYNPO2","anchoring junction (GO:0070161)"
"ARPC5L","anchoring junction (GO:0070161)"
"FLRT2","anchoring junction (GO:0070161)"
"RPL19","anchoring junction (GO:0070161)"
"NCSTN","anchoring junction (GO:0070161)"
"RPL18","anchoring junction (GO:0070161)"
"FZD2","anchoring junction (GO:0070161)"
"FZD1","anchoring junction (GO:0070161)"
"ZNF384","anchoring junction (GO:0070161)"
"MCAM","anchoring junction (GO:0070161)"
"PARD3","anchoring junction (GO:0070161)"
"AIF1L","anchoring junction (GO:0070161)"
"FERMT1","anchoring junction (GO:0070161)"
"FERMT2","anchoring junction (GO:0070161)"
"EHD3","anchoring junction (GO:0070161)"
"HSPG2","anchoring junction (GO:0070161)"
"FAT1","anchoring junction (GO:0070161)"
"NOX4","anchoring junction (GO:0070161)"
"FAT2","anchoring junction (GO:0070161)"
"HYOU1","anchoring junction (GO:0070161)"
"RPL5","anchoring junction (GO:0070161)"
"MDC1","anchoring junction (GO:0070161)"
"RPL6","anchoring junction (GO:0070161)"
"RPL31","anchoring junction (GO:0070161)"
"RPL3","anchoring junction (GO:0070161)"
"RPL4","anchoring junction (GO:0070161)"
"RPL30","anchoring junction (GO:0070161)"
"RPL9","anchoring junction (GO:0070161)"
"PPFIBP1","anchoring junction (GO:0070161)"
"TRIOBP","anchoring junction (GO:0070161)"
"RPL7","anchoring junction (GO:0070161)"
"RPL8","anchoring junction (GO:0070161)"
"EPB41L5","anchoring junction (GO:0070161)"
"GJA1","anchoring junction (GO:0070161)"
"ALCAM","anchoring junction (GO:0070161)"
"EPB41L2","anchoring junction (GO:0070161)"
"PRKAR2A","anchoring junction (GO:0070161)"
"PIP5K1A","anchoring junction (GO:0070161)"
"PIP5K1C","anchoring junction (GO:0070161)"
"RPL38","anchoring junction (GO:0070161)"
"ANXA1","anchoring junction (GO:0070161)"
"RDX","anchoring junction (GO:0070161)"
"JUP","anchoring junction (GO:0070161)"
"ANXA5","anchoring junction (GO:0070161)"
"ANXA6","anchoring junction (GO:0070161)"
"TRMT1","anchoring junction (GO:0070161)"
"MMP14","anchoring junction (GO:0070161)"
"PI4KA","anchoring junction (GO:0070161)"
"LIMS1","anchoring junction (GO:0070161)"
"LIMS2","anchoring junction (GO:0070161)"
"ARF1","anchoring junction (GO:0070161)"
"ARPC1B","anchoring junction (GO:0070161)"
"CLTC","anchoring junction (GO:0070161)"
"IQGAP1","anchoring junction (GO:0070161)"
"THY1","anchoring junction (GO:0070161)"
"CSRP2","anchoring junction (GO:0070161)"
"CSRP1","anchoring junction (GO:0070161)"
"RRAS2","anchoring junction (GO:0070161)"
"RSU1","anchoring junction (GO:0070161)"
"PACSIN2","anchoring junction (GO:0070161)"
"ADAM10","anchoring junction (GO:0070161)"
"ADAM17","anchoring junction (GO:0070161)"
"RFWD2","anchoring junction (GO:0070161)"
"LAMTOR3","anchoring junction (GO:0070161)"
"ENG","anchoring junction (GO:0070161)"
"ARF6","anchoring junction (GO:0070161)"
"EBAG9","anchoring junction (GO:0070161)"
"RPLP0","anchoring junction (GO:0070161)"
"TGFB1I1","anchoring junction (GO:0070161)"
"RPLP2","anchoring junction (GO:0070161)"
"RPLP1","anchoring junction (GO:0070161)"
"MPRIP","anchoring junction (GO:0070161)"
"MRC2","anchoring junction (GO:0070161)"
"JAK1","anchoring junction (GO:0070161)"
"GSN","anchoring junction (GO:0070161)"
"RPS8","anchoring junction (GO:0070161)"
"RPS9","anchoring junction (GO:0070161)"
"TPM4","anchoring junction (GO:0070161)"
"RPS7","anchoring junction (GO:0070161)"
"PPP1CB","anchoring junction (GO:0070161)"
"ITGA11","anchoring junction (GO:0070161)"
"ABI2","anchoring junction (GO:0070161)"
"PKP3","anchoring junction (GO:0070161)"
"S100A7","anchoring junction (GO:0070161)"
"ZYX","anchoring junction (GO:0070161)"
"PKP2","anchoring junction (GO:0070161)"
"ADAM9","anchoring junction (GO:0070161)"
"PKP4","anchoring junction (GO:0070161)"
"CSPG4","anchoring junction (GO:0070161)"
"DSC1","anchoring junction (GO:0070161)"
"AJUBA","anchoring junction (GO:0070161)"
"PVRL3","anchoring junction (GO:0070161)"
"DSC2","anchoring junction (GO:0070161)"
"PVRL2","anchoring junction (GO:0070161)"
"PKP1","anchoring junction (GO:0070161)"
"DSC3","anchoring junction (GO:0070161)"
"PVRL1","anchoring junction (GO:0070161)"
"CTNND1","anchoring junction (GO:0070161)"
"ITGA2B","anchoring junction (GO:0070161)"
"FAM129B","anchoring junction (GO:0070161)"
"TNC","anchoring junction (GO:0070161)"
"EGFR","anchoring junction (GO:0070161)"
"SLC9A1","anchoring junction (GO:0070161)"
"HSP90B1","anchoring junction (GO:0070161)"
"PPP1CC","anchoring junction (GO:0070161)"
"SLC9A3R2","anchoring junction (GO:0070161)"
"RAB21","anchoring junction (GO:0070161)"
"CDH3","anchoring junction (GO:0070161)"
"CDH2","anchoring junction (GO:0070161)"
"CDH1","anchoring junction (GO:0070161)"
"NRAP","anchoring junction (GO:0070161)"
"FLNA","anchoring junction (GO:0070161)"
"CFL1","anchoring junction (GO:0070161)"
"RPS5","anchoring junction (GO:0070161)"
"FLNB","anchoring junction (GO:0070161)"
"FLNC","anchoring junction (GO:0070161)"
"RPS2","anchoring junction (GO:0070161)"
"CHP1","anchoring junction (GO:0070161)"
"RPS3","anchoring junction (GO:0070161)"
"JAM3","anchoring junction (GO:0070161)"
"MAP2K2","anchoring junction (GO:0070161)"
"MAP2K1","anchoring junction (GO:0070161)"
"ARPC5","anchoring junction (GO:0070161)"
"PDCD6IP","anchoring junction (GO:0070161)"
"KIFC3","anchoring junction (GO:0070161)"
"ARPC3","anchoring junction (GO:0070161)"
"ARPC2","anchoring junction (GO:0070161)"
"TADA1","anchoring junction (GO:0070161)"
"ESAM","anchoring junction (GO:0070161)"
"CDC42EP1","anchoring junction (GO:0070161)"
"CD151","anchoring junction (GO:0070161)"
"CORO1B","anchoring junction (GO:0070161)"
"CORO1C","anchoring junction (GO:0070161)"
"G3BP1","anchoring junction (GO:0070161)"
"ITGA1","anchoring junction (GO:0070161)"
"ACTR3","anchoring junction (GO:0070161)"
"PPP1R12A","anchoring junction (GO:0070161)"
"ACTR2","anchoring junction (GO:0070161)"
"REXO2","anchoring junction (GO:0070161)"
"ITGA5","anchoring junction (GO:0070161)"
"ITGA4","anchoring junction (GO:0070161)"
"ITGA3","anchoring junction (GO:0070161)"
"ITGA2","anchoring junction (GO:0070161)"
"RPL13A","anchoring junction (GO:0070161)"
"DAB2","anchoring junction (GO:0070161)"
"LCP1","anchoring junction (GO:0070161)"
"RPL37A","anchoring junction (GO:0070161)"
"NF2","anchoring junction (GO:0070161)"
"DSG1","anchoring junction (GO:0070161)"
"ITGA8","anchoring junction (GO:0070161)"
"DSG2","anchoring junction (GO:0070161)"
"ITGA7","anchoring junction (GO:0070161)"
"ITGA6","anchoring junction (GO:0070161)"
"DSG4","anchoring junction (GO:0070161)"
"BCAR1","anchoring junction (GO:0070161)"
"NUMB","anchoring junction (GO:0070161)"
"FOCAD","anchoring junction (GO:0070161)"
"FBLIM1","anchoring junction (GO:0070161)"
"SNAP23","anchoring junction (GO:0070161)"
"MLLT4","anchoring junction (GO:0070161)"
"XIRP1","anchoring junction (GO:0070161)"
"DSP","anchoring junction (GO:0070161)"
"SRCIN1","anchoring junction (GO:0070161)"
"DST","anchoring junction (GO:0070161)"
"CDC42","anchoring junction (GO:0070161)"
"MYO1E","anchoring junction (GO:0070161)"
"NFASC","anchoring junction (GO:0070161)"
"RAB10","anchoring junction (GO:0070161)"
"PPAP2B","anchoring junction (GO:0070161)"
"P4HB","anchoring junction (GO:0070161)"
"EVL","anchoring junction (GO:0070161)"
"ITGB1","anchoring junction (GO:0070161)"
"FLT1","anchoring junction (GO:0070161)"
"ITGB5","anchoring junction (GO:0070161)"
"NCKAP1","anchoring junction (GO:0070161)"
"FHL1","anchoring junction (GO:0070161)"
"FHL2","anchoring junction (GO:0070161)"
"ITGB3","anchoring junction (GO:0070161)"
"FHL3","anchoring junction (GO:0070161)"
"TENC1","anchoring junction (GO:0070161)"
"RPL10A","anchoring junction (GO:0070161)"
"SYNE2","anchoring junction (GO:0070161)"
"ITGAV","anchoring junction (GO:0070161)"
"PGM5","anchoring junction (GO:0070161)"
"RPL7A","anchoring junction (GO:0070161)"
"ACTN4","anchoring junction (GO:0070161)"
"ACTN3","anchoring junction (GO:0070161)"
"ACTN2","anchoring junction (GO:0070161)"
"ACTN1","anchoring junction (GO:0070161)"
"PLEKHA7","anchoring junction (GO:0070161)"
"APC","anchoring junction (GO:0070161)"
"LAP3","anchoring junction (GO:0070161)"
"NEURL2","anchoring junction (GO:0070161)"
"EPHA2","anchoring junction (GO:0070161)"
"TLN2","anchoring junction (GO:0070161)"
"TLN1","anchoring junction (GO:0070161)"
"PFN1","anchoring junction (GO:0070161)"
"STX16","anchoring junction (GO:0070161)"
"LRP1","anchoring junction (GO:0070161)"
"SMPX","anchoring junction (GO:0070161)"
"ACTB","anchoring junction (GO:0070161)"
"BSG","anchoring junction (GO:0070161)"
"DAG1","anchoring junction (GO:0070161)"
"B2M","anchoring junction (GO:0070161)"
"YES1","anchoring junction (GO:0070161)"
"PTK7","anchoring junction (GO:0070161)"
"VASP","anchoring junction (GO:0070161)"
"PTK2","anchoring junction (GO:0070161)"
"RPS29","anchoring junction (GO:0070161)"
"WNK3","anchoring junction (GO:0070161)"
"SDC1","anchoring junction (GO:0070161)"
"PTPLAD1","anchoring junction (GO:0070161)"
"SSX2IP","anchoring junction (GO:0070161)"
"EZR","anchoring junction (GO:0070161)"
"GRB7","anchoring junction (GO:0070161)"
"OXTR","anchoring junction (GO:0070161)"
"ICAM1","anchoring junction (GO:0070161)"
"TNS1","anchoring junction (GO:0070161)"
"RPS16","anchoring junction (GO:0070161)"
"RPS15","anchoring junction (GO:0070161)"
